"source_file","disposition","canonical_cluster","destination_topic","destination_slug","page_type","status","review_notes"
"LOU32HELP_aek16colorpalette_GIMPcolorpalette.txt","merge","ascii-and-color-reference","developer-tools/reference","/developer-tools/reference/ascii-and-color-reference/","reference","published","Group ASCII tables, hex values, and palette snippets into one developer reference page."
"LOU32HELP_aek32colorpalette_GIMPcolorpalette.txt","merge","ascii-and-color-reference","developer-tools/reference","/developer-tools/reference/ascii-and-color-reference/","reference","published","Group ASCII tables, hex values, and palette snippets into one developer reference page."
"LOU32HELP_allgenerickeysforwin11allversions_genericproductkeys.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_allusers_appxpackagereset.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_allwindows11uninstallinforegistrylocations_regref.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_API_imagebb_API_v1_overview.txt","migrate","imgbb-upload-overview","developer-tools/apis","/developer-tools/apis/imgbb-upload-overview/","reference","draft","Convert the ImageBB upload note into a draft API reference with cleaned examples."
"LOU32HELP_Audio-EQ-Cookbook.txt","migrate","biquad-eq-cookbook-reference","media/audio","/media/audio/biquad-eq-cookbook-reference/","reference","draft","Retain the RBJ biquad formula notes as a draft technical reference pending deeper editorial cleanup."
"LOU32HELP_bash_scriptexamplewithffmpeg..txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_batcommand_rebuildfontcache_win10.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_BITSpowershellcommands_msdocs001.txt","merge","bits-transfer","powershell/networking","/powershell/networking/bits-transfer/","recipe","published","Consolidate legacy BITS examples into the canonical transfer recipe."
"LOU32HELP_blocknewoutlook_win10and11.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_bookmarkletslist_js_MASTER.txt","merge","bookmarklet-essentials","browser-web/bookmarklets","/browser-web/bookmarklets/essentials/","template","published","Fold legacy bookmarklet snippets into the curated essentials page."
"LOU32HELP_bypassnronewcommand_bypassnroworkaround_win11april2025.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_changepagefilesettings.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_changeproductkey_win11__consoleorsettings.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_chatgptconfigprompts.txt","archive","legacy-archive","","","","","Leave low-value, risky, or non-library material in the raw archive."
"LOU32HELP_clsid-ifontcache.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_cmdcommandsdiagnosticshelpfulreference.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_cmdcommandtocheckforhypervstartupsettings.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_colorcodereference_extended_v1.txt","merge","ascii-and-color-reference","developer-tools/reference","/developer-tools/reference/ascii-and-color-reference/","reference","published","Group ASCII tables, hex values, and palette snippets into one developer reference page."
"LOU32HELP_colorcodereference.txt","merge","ascii-and-color-reference","developer-tools/reference","/developer-tools/reference/ascii-and-color-reference/","reference","published","Group ASCII tables, hex values, and palette snippets into one developer reference page."
"LOU32HELP_colorhexref_csvtemplate.txt","merge","ascii-and-color-reference","developer-tools/reference","/developer-tools/reference/ascii-and-color-reference/","reference","published","Group ASCII tables, hex values, and palette snippets into one developer reference page."
"LOU32HELP_colorhexref_tabdelimit.txt","merge","ascii-and-color-reference","developer-tools/reference","/developer-tools/reference/ascii-and-color-reference/","reference","published","Group ASCII tables, hex values, and palette snippets into one developer reference page."
"LOU32HELP_commandlinesafemodebootoptions.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_commandlinetoeradicateadobefromsystem_adobe.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_commandtoenableTLS2protocol.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_commandtogetsystemarchitecturetype_get-wmiobject.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_compattelrunner_disableguide.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_completelistofASCIIcodes.txt","merge","ascii-and-color-reference","developer-tools/reference","/developer-tools/reference/ascii-and-color-reference/","reference","published","Group ASCII tables, hex values, and palette snippets into one developer reference page."
"LOU32HELP_ConRef_fullsystemshutdownwithcmd.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_DaRTrecoveryimagecreationscript_powershellscriptexample_WIP.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_directdownloadlinkforwindows11iso_win11iso_directdownloadurl.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_disablemalicioussoftwareremovaltool_allmethods.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_disablemalicioussoftwareremovaltool_registryeditformrt.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_disablesensormonitoringservice_tabletmodeerrorlenovo.txt","merge","windows-lenovo-tablet-sensor-fixes","windows/troubleshooting","/windows/troubleshooting/lenovo-tablet-mode-and-sensor-fixes/","troubleshooting","published","Consolidate Lenovo convertibility, tablet mode, and sensor-related fixes into one troubleshooting page."
"LOU32HELP_DisableUACTaskForSpecificApp.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_DisableWin11TabletMode_DisableConvertibilityControl_RegCmd.txt","merge","windows-lenovo-tablet-sensor-fixes","windows/troubleshooting","/windows/troubleshooting/lenovo-tablet-mode-and-sensor-fixes/","troubleshooting","published","Consolidate Lenovo convertibility, tablet mode, and sensor-related fixes into one troubleshooting page."
"LOU32HELP_disablewindowsrecall_registrymethod_hkcuANDhklm.txt","migrate","windows-disable-recall","windows/policy","/windows/policy/disable-windows-recall/","recipe","published","Promote the Recall registry steps into a canonical Windows policy recipe."
"LOU32HELP_dismcomponentcleanupcommands_safemode.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_dismpowershellremoveappxprovisionedpackagelist.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_downloadallurlsfromopendirectorydownloaderurllistwithwget2.txt","merge","wget-recursive-download","cli-tools/wget","/cli-tools/wget/recursive-download/","reference","published","Keep wget mirroring and recursive download variants under the canonical wget reference."
"LOU32HELP_dpisettingsforcreatingcustomstartmenu.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_edgekeyboardshortcuts.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_enabledevbuildsforwindows11.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_exampleusereulaviolationcorrespondence.txt","archive","legacy-archive","","","","","Leave low-value, risky, or non-library material in the raw archive."
"LOU32HELP_exiftool_usefulonelinecommands.txt","migrate","exiftool-one-line-reference","cli-tools/exiftool","/cli-tools/exiftool/one-line-reference/","reference","published","Curate the exiftool one-liner list into a stable reference page."
"LOU32HELP_explainingsystemattributesanddesktopinifiles.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_extractcontentsofmsiinstaller_msiexec_templatecommand.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_ffmpeg templates_louis32.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_ffmpeg_batchrecursiveconversion_flac_to_mp3_ffmpegREF.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_ffmpeg_cmdlinetoaddwavtomp3tocontextmenu.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_ffmpeg_grabstillimagefromvideo_command.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_ffmpeg_template_compressMP4video.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_ffmpeg_wavtomp3_contextmenu_cmd.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_ffmpeg_WavToMp3.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_fixtabletmodeerror_lenovoflex5_explorerglitch_convertibleslatemodetovalue1.txt","merge","windows-lenovo-tablet-sensor-fixes","windows/troubleshooting","/windows/troubleshooting/lenovo-tablet-mode-and-sensor-fixes/","troubleshooting","published","Consolidate Lenovo convertibility, tablet mode, and sensor-related fixes into one troubleshooting page."
"LOU32HELP_fontrenderingguide_windows_antialiasingoptions_.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_fonts_makingtruetypebitmapfonts.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_fonts_truetypehintingphilosophyandinstructions_mstypography.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_gallery-dl_tiktokOptimizedCommandexample.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP_generalmidipercmap.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_get-itemproperty_filepropertiesexample.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_Get-ModuleExamples.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_get-windowsoptionalfeature.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_getallinstalledprograms_win32apps.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_getallsystemfiledetailsfromCBSlog_sfc.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_getscreendpi.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_getsfcdetailsfromcbslog_aftersfcscannow.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_geturlsofallopentabs_chrome_chromiumbrowsers_devtoolsconsolemethod.txt","merge","browser-devtools-and-tab-helpers","browser-web/chromium","/browser-web/chromium/devtools-and-tab-helpers/","reference","published","Group DevTools resources and Chromium tab helpers into one browser debugging page."
"LOU32HELP_gimp_10scriptingexamplesingimpwithscript-fu.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_git_troubleshootinggitpushhanging.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_githubcli_creatinganewrepofromlocalfolder.txt","migrate","github-create-repo","cli-tools/github","/cli-tools/github/create-repo-from-local/","recipe","published","Promote the CLI repo creation note into a standalone GitHub CLI recipe."
"LOU32HELP_glossary_midirelatedterms.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_gmpatchmap.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_googledorks.txt","merge","defensive-search-audit-reference","security/search","/security/search/defensive-search-audit-reference/","reference","draft","Rewrite search/dork material as defensive audit guidance and keep it in draft status."
"LOU32HELP_GoogleSearchOperatorsReference.txt","merge","browser-search-operator-reference","browser-web/search","/browser-web/search/search-operator-reference/","reference","published","Keep benign search operator and browser search-provider notes in the browser search reference."
"LOU32HELP_howtocreatesettingsappshortcutswithms-settingscommands.txt","merge","windows-settings-shell-shortcuts","windows/shortcuts","/windows/shortcuts/settings-and-shell-shortcuts/","reference","published","Consolidate Settings URIs, shell namespace shortcuts, and shell folder references into one shortcut guide."
"LOU32HELP_howtodisablecortanawin11_allusers.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_howtofindvendorhardwareordeviceidofadriverindevicemanager.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_httpserverwithpython_simplesetup.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_imagemagick_automaticallygeneratefaviconfromsourceimage.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_importaliasesfromcsv.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_installingfontsviacommandline_vbscript.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_installwindowsfromcmd_setupguide_win7andup.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_instructionstobypasswindows11accountcreation.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_lenovoideapadbrightnessregkeyfix_acuserpreferencepolicy_dcuserpreferencepolicy.txt","merge","windows-lenovo-tablet-sensor-fixes","windows/troubleshooting","/windows/troubleshooting/lenovo-tablet-mode-and-sensor-fixes/","troubleshooting","published","Consolidate Lenovo convertibility, tablet mode, and sensor-related fixes into one troubleshooting page."
"LOU32HELP_LIST_githubsearchdorks.txt","merge","defensive-search-audit-reference","security/search","/security/search/defensive-search-audit-reference/","reference","draft","Rewrite search/dork material as defensive audit guidance and keep it in draft status."
"LOU32HELP_listallCIMclassesinpowershell.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_localgrouppolicyonwin11home.txt","migrate","windows-local-group-policy-home","windows/policy","/windows/policy/local-group-policy-editor-on-home/","recipe","published","Normalize the DISM-based Local Group Policy install steps into one Windows Home page."
"LOU32HELP_lou32rclonecommandlist_master.txt","merge","rclone-provider-copy-examples","backup-sync/rclone","/backup-sync/rclone/provider-copy-examples/","template","published","Merge provider-specific copy commands into one reusable sync reference."
"Lou32HELP_makeprovisionedpackagelist_removeprovisionedpackages.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_makingtruetypebitmapfonts_mstypography_archive.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_manuallyrepaircorruptedsystemfiles_takeownershipofsystemfile.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_maponedriveasanetworklocationinexplorer.txt","merge","windows-settings-shell-shortcuts","windows/shortcuts","/windows/shortcuts/settings-and-shell-shortcuts/","reference","published","Consolidate Settings URIs, shell namespace shortcuts, and shell folder references into one shortcut guide."
"LOU32HELP_michaelpbedesemmidiplayer_installationinstructions.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_Microsoft.Winget.Client.txt","merge","winget-package-management-reference","cli-tools/winget","/cli-tools/winget/package-management-reference/","reference","published","Combine winget packaging, return-code, and client notes into one package management reference."
"LOU32HELP_MIDI_GMStandard_GMDrumPatchesTable.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDI_GMStandard_GMPatchesTable_COMBINED.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDI_GMStandard_GMPatchesTable.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDI_MIDINoteNumberToFrequency_ConversionChart.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDI_midistandardstable_GM_GS_XG_tables.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDI_NoteFrequencyChart.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_generalmidipercussionkeymap_gmchannel10.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_gmchannelmap_table.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_midibasics_intro.TXT","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_midinotenumbersalloctaves.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_midivelocitydBdynamicsanddifferencestable.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_table1_explanationofmidimessages.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_table2_expandedexplanationofmidimessages.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDIHELP_table3explanationofmidicontrollernumbers.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_midihits_orderidcatno_template.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_MIDISPEC_Table_MIDI1.0SpecificationMessageSummary.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_mountawindowsimageusingDISMformodification.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_msedgedefaultsearchprovidergooglesettings_gpsettings.txt","merge","browser-search-operator-reference","browser-web/search","/browser-web/search/search-operator-reference/","reference","published","Keep benign search operator and browser search-provider notes in the browser search reference."
"LOU32HELP_msi_tipsforexaminingmsifileswithorca_cmdexamplequery.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_msoffice365defaultworddocsettingspath_normal.dotx_default.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_nuget_addnugetsourcecommand.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_oneliner_openPSelevatedclifromconsole.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_PANDOC_COMMAND_DOCX_TO_MARKDOWN.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_powershell_checkingforadminrightsinascript.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_powershell_command_checksystemforfileinfectormalware.txt","merge","windows-registry-monitoring-reference","security/windows","/security/windows/registry-monitoring-reference/","reference","draft","Keep defensive Windows monitoring content in a draft security reference."
"LOU32HELP_powershell_command_deletefilesfromlistintxtfile.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_decoderegistryhexvalue_reghexexample.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
